,user_id,product_id,rating
9459,AWKVQQZKTRFAL,B00646MZHK,5.0
5328,A14Z9LAETO21KL,B000PO30QM,4.0
6188,A3MJARDJ31M698,B00178JDCK,4.0
8580,AKT2VSLZHDD81,B004FPEF84,5.0
3062,A2206923NH9ZDI,B0002IHP0S,5.0
634,A310MXGFV4RIK0,B0002CZW0Y,5.0
932,A2MPM6M93OXIJT,B0002D0CLM,3.0
1731,A19AXCVXAM7NM2,B0002E2XCW,5.0
6070,ABJG6JTYTX9M0,B0013V1BYY,4.0
4253,A2Z89YMZZJWBHS,B000B6FBA2,2.0
1115,A2P924QJ8N0QO0,B0002D0PB4,5.0
536,A2F26OVBDC7WWA,B0002CZVXM,5.0
8306,A2Z3FDWL7DQD76,B003VWKPHC,5.0
341,A10H2F00ZOT8S2,B0002CZTIO,4.0
1904,A2BRXREMT5WZJ0,B0002E528E,4.0
3492,A6FIAB28IS79,B0002T67J2,5.0
4034,ALVO1A5UB8DG0,B0009G1E0K,5.0
4792,A34BZPTKSY68PB,B000J3L02U,5.0
5620,A2P2ST28QAZMJI,B000TGSM6E,4.0
3490,A1QAT2Y011KWFX,B0002T67J2,5.0
441,APEJ8EJCC8PQ8,B0002CZVBE,4.0
3527,A1YA2BPU7CVNJD,B0002Z2D0I,4.0
4375,AJ3MI4QT7339J,B000CCJP4I,5.0
8569,A36P367G4ZH6Z0,B004FEGXDK,5.0
4775,A3ABAA36CZVYNX,B000HVXMNE,5.0
3010,A2074KEJGRYJV4,B0002IHFVM,2.0
5696,A2VXKVJV7KIGMD,B000ULAP4U,5.0
5516,A3MMISYL1GBXH4,B000RXPN02,5.0
7232,A2MR43RDPZX3J,B002EWV8IU,4.0
9401,A1VEGHXI0Q61XA,B005SUS1JO,3.0
5239,A2P2ST28QAZMJI,B000OY4WDI,1.0
1260,A15TYOEWBQYF0X,B0002E1G5C,5.0
8929,A327J5R77T2EY3,B004Z17008,5.0
916,AG3PVU7DCXZTK,B0002D0CLC,5.0
1789,A2F2L5F9OWWVY6,B0002E3B78,5.0
8938,A2YTKPGZXFFKVK,B004Z8VQ2O,5.0
1733,A1LCG14GZJI5LO,B0002E2Z8Y,1.0
4927,A10E3QH2FQUBLF,B000KIRT6A,4.0
2661,A16Z3HTUIYPDH8,B0002GYW4C,5.0
8379,A3P2J1W1RBUX6Q,B003VWKPHC,5.0
2902,A1GOLQ90G6MHK6,B0002H0A3S,5.0
3082,A2S9M3F1Z2XIQG,B0002KYXTM,3.0
8099,A3A4UKJUP34E18,B003SZDFM4,5.0
235,A3DGMJN91IUKGU,B000165DSM,5.0
4816,A1DUPFUG526MVF,B000J5XS3C,5.0
10256,A14B2YH83ZXMPP,B00JBIVXGC,5.0
7343,A31JRW1DW3SZ2K,B002KDHBRU,5.0
7090,A3APKXMNJAEDQM,B00267OCTA,5.0
9107,A2IIIAR5BGJF4I,B005E0CPNG,5.0
2797,ACWH4WJMC5UFN,B0002H03YY,4.0
8203,A14B2YH83ZXMPP,B003VWJ2K8,5.0
6195,A395RVQDH28EK9,B00178LDW8,5.0
4025,A3SUC2DJYHUU9Y,B0009G1E0K,5.0
7328,A1IDPIC36H49JX,B002HPMTZU,5.0
2202,A3W2EOWTZVIGC9,B0002FOBJY,5.0
4095,AFS3FQR5JSDVJ,B000A1HU1G,4.0
7490,AF7AQHLX1UV1Z,B002VA464S,5.0
3803,A26Y7G0VFYUYSL,B0007NQH98,5.0
2736,A2GUE6E3DUYX03,B0002GZM00,5.0
5838,A3OA4DV4L81N1D,B000WGJ71U,4.0
5807,A2W8OGJDV7TCMT,B000VUNEZM,3.0
3326,A2BZQNBV8UDZ2C,B0002M6CW6,5.0
2514,ACP8IZY0RS49F,B0002GWXKC,3.0
8050,A3UXW18DP4WSD6,B003NJF1G8,5.0
10001,A2Z1BOQPVQK2M4,B00AZUAORE,5.0
5157,A2605LYSN10W9,B000NGVQKO,5.0
7920,A1ESUYMIG3TZT0,B003FVB7XA,4.0
8451,A37A41GWQFMK3D,B0040ZBI52,5.0
8910,A2PD27UKAD3Q00,B004XNK7AI,5.0
411,A1GMWTGXW682GB,B0002CZV82,5.0
9326,A9P4Q7KX35RS2,B005MR6IHK,5.0
8097,A1WJBJUQ24G8BU,B003SZDFM4,2.0
2693,A1NMFQP9ZR23AH,B0002GZBLU,5.0
3076,A23NSKTMSPPBTR,B0002II6V0,4.0
8495,A37WW789WSY81F,B0042F1L4S,5.0
7603,AA5TINW2RJ195,B0037M62AK,5.0
3400,APQTAELJ74I07,B0002OOMU8,5.0
6394,A1AU5K3JMPS3UQ,B001AS6OYC,5.0
8122,A26SN2CVQM4FKM,B003VWJ2K8,4.0
3144,AN5QXK8A9F8LH,B0002KZE7C,5.0
8036,A10ZSXTQA264C7,B003NJF1G8,2.0
4840,A2HTMBKL4KE2JH,B000JRPYGE,5.0
3934,A3EU3ET85O8ZFX,B000978D58,5.0
632,AMP0Z3DR4RCH7,B0002CZW0Y,5.0
444,A1GMWTGXW682GB,B0002CZVBE,4.0
3425,A1KMDDMQEXV0HJ,B0002OOMW6,3.0
901,A18RGYRCEN181M,B0002D0CKI,5.0
5470,A3J7KKG9O7KAZM,B000RVYPQ2,5.0
2147,A1GMWTGXW682GB,B0002F7K7Y,4.0
1960,AD6FULWPPOJ3R,B0002F519I,5.0
2309,A13IKQCJKFAP5S,B0002GLDQM,5.0
2402,A1NAA1R38JSNHV,B0002GMGYA,5.0
5434,A1T4U9CAQ25IBR,B000RNB720,5.0
314,A2PDPIVN721PZ7,B0002CZST4,5.0
9904,A2VWNZNFV8QCP0,B009EOKTCM,3.0
3662,A3DJUUPM321IFI,B0006NDF8A,4.0
4133,A1BCRHGUE3ZWEU,B000A6ASSS,5.0
3186,A35CRCL7WVUCYG,B0002KZISM,5.0
7762,A36P367G4ZH6Z0,B003AYK8XW,4.0
3657,A1FI4UL6C50NZJ,B0006NDF8A,5.0
4233,A1MY8258SXRZ8M,B000B6FBA2,4.0
4191,A3QEWM5EWFPTE9,B000B6DHAS,5.0
5012,AGYH5U11ZKPFB,B000L6GD04,5.0
9895,AT09WGFUM934H,B009AS1FLG,5.0
1738,A2VCXIAWCPQ13P,B0002E2Z8Y,4.0
8841,A245MWTMXYXXHY,B004VDD4KK,5.0
1322,A1GXG8FTXEA72D,B0002E1G5C,3.0
9782,A1YR3RVSBZK8CW,B008AOH1O6,5.0
6675,AOINAOO0NQRGN,B001L8NGJ2,4.0
5899,A37A41GWQFMK3D,B000XPPURU,4.0
6251,A3QPN05Y1OUX32,B0018TC3I4,5.0
5334,A00625243BI8W1SSZNLMD,B000PO30QM,5.0
7928,A319B090A2POEB,B003FW0IHA,5.0
4670,A23AKO4BZLZ8DE,B000EELB8W,5.0
2686,A1JN3UIUZAHF7V,B0002GZ052,5.0
8567,AZVME8JMPD3F4,B004FEGXDK,5.0
6345,A1ZD690RCXOSB,B00191WVF6,4.0
7800,A38XYO1S5747MY,B003B01QL8,5.0
5202,A2GA2GM4LWESIC,B000OMG0KI,5.0
7585,A3CSSZ6U5J4YS5,B0037GXRHM,2.0
7908,A3DOXGBWDJ1MU0,B003DVGVIS,4.0
5288,A1OV2BH2S11KBA,B000P5OULA,5.0
8149,A37A41GWQFMK3D,B003VWJ2K8,5.0
8365,A1QRF5KISDOKPA,B003VWKPHC,5.0
4543,A3G9836LYVXE7A,B000EEHMXA,3.0
7338,AOHR2Q90UXF23,B002IJK0H4,5.0
6593,A2BGK8HGC28AJI,B001J1SX94,5.0
7407,A6M441DQ7HL09,B002Q0WSO8,5.0
205,A1BN3DBBWLMT6V,B0000AQRSU,5.0
1855,A3FW4THIMBIN6V,B0002E3DLM,3.0
8866,A355HGZDEPHHC5,B004XNK7AI,5.0
2610,A3IICSS30MRX9M,B0002GXV3A,3.0
4682,ALVO1A5UB8DG0,B000EELBQ4,5.0
147,AKDQONDXN72MW,B000068O4H,5.0
5065,A2G2DXPFZKG48W,B000LQLDM2,4.0
1503,A3A3ZCWP7Z4V4K,B0002E1O3G,5.0
5080,A1803TC7DCT5ZA,B000LQLDM2,5.0
2371,A18MMME07XZLYO,B0002GLDQM,5.0
5753,AH0XON4XDOF2C,B000VJJQUU,5.0
4358,AUUI1FKERRMV2,B000CBXZXG,5.0
6430,A15N5RY4YGRQRQ,B001DW6RJC,4.0
2031,A2S8G6OVAK19EX,B0002F77B8,5.0
8072,A1LHKVHP38M046,B003PC2XQE,5.0
2680,A1SD1C8XK3Z3V1,B0002GYYDQ,3.0
2279,A3AOPVQ7EZHTWA,B0002GLCRC,4.0
4767,A2HIRKOAFQQLBE,B000GUR8V8,5.0
6218,A3K9OQPCI8UJE,B0018PZR86,1.0
4030,A3UXW18DP4WSD6,B0009G1E0K,5.0
4534,A1GMWTGXW682GB,B000EEHKVY,5.0
6521,AJNFQI3YR6XJ5,B001G3TJXO,5.0
5115,A1S0NIJ5PDREYV,B000MVYOZY,5.0
8948,A3I23DPVLDXAB2,B004ZKIHVU,5.0
3960,AVY8D3ULJTX0H,B0009EQOES,5.0
9281,A3L51MT8QKSULJ,B005M0CK9M,5.0
8349,A3PGVJF37JSHFO,B003VWKPHC,5.0
36,A396ELNTQDFYPO,B000068NVI,4.0
6404,A15TYOEWBQYF0X,B001C74GLY,5.0
3383,A280VP2CL6ZFZZ,B0002OOMU8,5.0
2420,A2BHAEL2Q4HR4A,B0002GMGYA,5.0
6938,AHF7SNSZPRNCE,B001REJX1U,4.0
4822,A3AOB0VF6H0IF4,B000J5Y214,2.0
7579,A2QJQ3HSJB4NS,B0037GXRHM,5.0
2289,A2ZGEV4CTSCTIZ,B0002GLCRC,5.0
8378,A202CZ4PJH83G4,B003VWKPHC,5.0
6796,A21WZ0YAMX0NLE,B001PGXHX0,5.0
6192,A2ZGBCQPF5Q17N,B00178LDW8,5.0
9580,ASGRCZLCNBELE,B0073XCXHA,5.0
4851,A2SBZZ1HSR7WSP,B000K6B4E0,5.0
1843,A394SBIRC4A8S9,B0002E3CHC,3.0
8889,A2T372SGRFAWYP,B004XNK7AI,4.0
1109,AT01FH4U3GP0O,B0002D0N70,5.0
9363,AFB7MSIPJIW68,B005OZE9SA,5.0
2351,A2J4UAF6RW13WK,B0002GLDQM,5.0
785,A21Q29J3ZWPDNP,B0002D0CEO,5.0
5900,A2MVPY9XVYST9H,B000XPPURU,5.0
3254,A214MI77WXVK9Q,B0002M6B2M,4.0
4815,A26Y7G0VFYUYSL,B000J5XS3C,5.0
1454,A2Y7BSQG9V3LNG,B0002E1O2C,4.0
685,AN1RO6C6I78YO,B0002D01KO,5.0
206,A3AOB0VF6H0IF4,B0000AQRSU,4.0
3415,A2IROAVGAK1G0S,B0002OOMU8,3.0
338,A2053ZJUGCKUA5,B0002CZTIO,5.0
8016,A31JRW1DW3SZ2K,B003LTJ404,5.0
7465,A2XKZS6UXZWK9M,B002T45X1G,5.0
6750,A3TM9RWCTMIK42,B001OLW0J8,5.0
5988,AH0XON4XDOF2C,B0010CAEFS,5.0
9559,A9J03MF2689TS,B006X0UCKY,5.0
9393,A1AUDW7X02EEPJ,B005PNXT6E,5.0
9027,AV8MDYLHHTUOY,B005A09I7Q,3.0
4711,AKP6IWJ24C1A5,B000EEN9OG,5.0
2642,A11INIL2YFJ137,B0002GYW4C,5.0
2291,A3I49HMI4LV6HU,B0002GLCRC,5.0
131,A22LLQ00V32YZJ,B000068O3X,4.0
8953,A205483DF7XVDE,B004ZKIHVU,5.0
1619,A1JJ61UV88EAP5,B0002E2KPC,3.0
5485,A1T4U9CAQ25IBR,B000RW0O02,4.0
8797,A3KBFCPNQ58YK4,B004TQJ174,4.0
1429,A1UMM894XSEO4F,B0002E1NNM,4.0
8042,A1AA7FK3DPDDL6,B003NJF1G8,5.0
10018,AFAK8WG4O8INK,B00AZUAORE,5.0
8813,A1BZHWOFQ9W3BP,B004UJO41S,5.0
9004,AIAH54R6EL4V8,B0053CUHMG,5.0
4934,A2MR43RDPZX3J,B000KIRT74,5.0
6069,A1OGTL9EBDTK3N,B0013V1BYY,4.0
4702,ADETB8KEATML7,B000EELFTW,4.0
8098,A3V1EHVB14TKX,B003SZDFM4,3.0
2905,ALHC64J88LVWO,B0002H0A3S,5.0
7995,A2CARFAX5FNQT9,B003K16N0C,5.0
7528,A3G6P4SJ8SYH9F,B00315D0E4,5.0
5784,A1MH7LD4Y203Q5,B000VOBU9U,3.0
4932,A3157YGT1NASJ7,B000KIRT74,5.0
5685,A18ZKZXXA3WHSJ,B000ULAP4U,4.0
6627,A3IZF3M92E7SI2,B001JI2KHS,5.0
5253,A20TFY5J3WNJU2,B000P5LVSK,4.0
10151,A2VAD79S4A06DD,B00E0EXYMS,4.0
5774,A2P924QJ8N0QO0,B000VJJQUU,5.0
1233,AROOYR32BS1VL,B0002E1G5C,5.0
8107,A3MONHA5DCPPLZ,B003VWJ2K8,3.0
2852,A3FBE4WF5KQRR1,B0002H0A3S,5.0
2231,A2G12DY50U700V,B0002GJ3ZA,5.0
2387,ALB04NLERUCYC,B0002GMGYA,4.0
8304,A2T305UHZJ21L1,B003VWKPHC,3.0
8249,A2F92AOWTIUIB,B003VWJ2K8,5.0
7880,ABRA676PKBNXG,B003DVGVIS,5.0
3842,A2UDGB5BTYY51,B0007Y3XGW,5.0
9597,A1C92SAQFUBJSZ,B0073XCYO2,5.0
4281,A3J2PKECNUGEHO,B000BQTCDO,5.0
6514,A5SRLPK9A3LG,B001FSZR4U,2.0
6262,A2NYK9KWFMJV4Y,B0018TG8HQ,5.0
2220,A1GMWTGXW682GB,B0002GIW3Y,5.0
2959,A1QRF5KISDOKPA,B0002H0N76,4.0
7060,A3DPGV307X2498,B0023BYDHK,3.0
1323,A2895CKKVDHVDM,B0002E1G5C,5.0
1870,A11E4FWMN9BXJD,B0002E3FCO,1.0
3448,A1QDSJZQWJZOL1,B0002OS9FC,5.0
6542,A37A41GWQFMK3D,B001GGYF4E,4.0
9125,A22Z554ZQ8NFPC,B005FIFM14,3.0
1544,A3HEPYV00SNCQA,B0002E1O7W,5.0
10097,A20EZ7E8WUH2GZ,B00BLQTZDA,5.0
6977,A3CSSZ6U5J4YS5,B001RNOHHG,4.0
4893,A35XRT4BW4I6UD,B000KIPT30,5.0
7245,A1HR4TQ0HAGU8T,B002EWV8IU,5.0
2388,A1B9TIERY43Q8H,B0002GMGYA,5.0
3287,ALUTHT4U058KZ,B0002M6CVC,5.0
4525,A28FADP9FITQVK,B000EEHJS8,5.0
3066,A26GUM1C5M1E51,B0002II6V0,5.0
4542,A6LFRQ7HMWS1G,B000EEHMXA,5.0
8297,A1T9SCT89JJ96,B003VWKPHC,5.0
9875,A21M5LI1AU7184,B00923G9Q0,5.0
4174,A2Z1BOQPVQK2M4,B000AKSUP2,5.0
6058,A24VCDADYAIHAM,B0013PU75Y,5.0
537,ABZYVME9NYCQG,B0002CZVXM,5.0
6563,AXXGP6UT41KAS,B001HNE622,5.0
5030,A36OSNJ4YJSGEP,B000L7MNUM,5.0
3485,A3RDS0DJ5EJGA7,B0002T67J2,5.0
2695,A1MVH1WLYDHZ49,B0002GZBLU,5.0
9095,A2C46HQIZLYJUC,B005CX4GLE,5.0
5902,A1URXSRV6WDHVY,B000XPPURU,3.0
2075,A3H4S6YO9VNGDZ,B0002F7K7Y,4.0
1304,A13KBLFF4IZF7H,B0002E1G5C,4.0
8391,A2RI4QE6EO29CA,B003VYBD58,5.0
9588,A3QO0ZJPSDMDW3,B0073XCXHA,5.0
3449,A2CCGGDGZ694CT,B0002PBS5Y,4.0
9050,A195EZSQDW3E21,B005BSOVRY,5.0
8884,A2Z548GT5948WH,B004XNK7AI,5.0
9846,A3OXHLG6DIBRW8,B008IYUF96,5.0
4740,A2J4GBHSDLP4DF,B000F3JO7M,5.0
6894,A1BD73IAW04XMZ,B001PGXKC8,5.0
6116,A26HM2R5529NYY,B0015RIN6U,5.0
6205,A2CKMJU4WD3XDE,B00186L9X2,5.0
5931,A1JJ61UV88EAP5,B000XUUXB8,5.0
637,A2Z84UZPX7064Q,B0002CZW0Y,5.0
3334,A1W93CKNN8D6L2,B0002M6CW6,5.0
2988,A2P8WJLFW9NDYN,B0002IAJ56,5.0
2888,AVY8D3ULJTX0H,B0002H0A3S,5.0
569,A35XRT4BW4I6UD,B0002CZVXM,5.0
2925,A1WD8RFNIGRPDH,B0002H0H4A,4.0
4009,A3QNHDUBMA6WQM,B0009G1E0K,5.0
5648,A1F5HMIDLSR3EF,B000UJCTVE,5.0
1716,A3NTAQ473SV08U,B0002E2XCW,5.0
7697,A7IZNVL7JXLM,B0038MTH8S,4.0
6372,AWBZIK5JYWB5J,B0019QJW2G,4.0
6655,APXEAZI8E8GES,B001L8KE06,5.0
1331,A307Y5ACUY4RN6,B0002E1G5C,5.0
9208,AQQ91U1U4YKDF,B005FKF3N4,5.0
3129,A2Y8JW5NSY95OL,B0002KZE7C,1.0
7115,A2CZIZD0RZ566T,B0026RB0G8,3.0
4355,A15WZCSME5X74S,B000CBXZXG,5.0
1765,A158NXQZK3SZ9N,B0002E38AS,4.0
6383,A2OTSI6BXB4CT3,B001AH83UG,4.0
7305,A1JCRZEQACX4V4,B002HFC6P8,4.0
10008,A1JNV4K56GG94R,B00AZUAORE,5.0
6410,A3MXU3CH4BJ465,B001C9R5P6,4.0
9204,A15WZCSME5X74S,B005FKF3N4,3.0
9940,A87NFCCTUG4PO,B009S814U0,5.0
9531,A2SNKWR5D203ZX,B0064RDPVE,5.0
4741,A14UXBBB68V9R0,B000F3JO7M,5.0
6761,A3ITN3125FJETP,B001OLZYUU,5.0
2497,A2M93TVNC93C3P,B0002GWFEQ,5.0
2062,A3MRBUCGH66JTY,B0002F7IN0,5.0
9969,AJK15Q9JOEHRH,B00AHEWBM4,5.0
5388,AMP0Z3DR4RCH7,B000RKL8R2,5.0
1376,A2Z3FDWL7DQD76,B0002E1H9W,5.0
7320,A32H7YO8K1XS9E,B002HPMTZU,3.0
3192,A1EQYR35KLTECN,B0002KZIV4,1.0
2146,A6OLPMJ9HH4IP,B0002F7K7Y,5.0
5196,A1SFZ6FGGM3D2U,B000OMG0KI,5.0
10234,A29B4PAIOL7HYG,B00IZCSW3M,5.0
4523,A1VFUMY02HJIFY,B000EEHJS8,5.0
7070,A27V6PS7Y83OIV,B002433RXI,5.0
970,A3H4FCMNBYS09K,B0002D0COE,4.0
3014,A3MDQTWO6NOV1U,B0002IHFVM,4.0
9468,A3SQ2WX9CAJCKZ,B00646MZHK,5.0
2523,A223S6N0DBQBHP,B0002GX5NG,5.0
6756,AXXYMIJBD0J9G,B001OLZYUU,3.0
4180,A1N4PW6FTMBUSQ,B000AKSUP2,4.0
8832,AG5L0MYSPPWDC,B004UNL1P6,5.0
9615,A2KI91IR3RA7D0,B0079KQEOK,4.0
9423,A310MXGFV4RIK0,B005TO9EPY,5.0
9830,A38DCVO9SZHW68,B008GS3XLQ,5.0
6101,A3P2J1W1RBUX6Q,B00154OJOI,5.0
9933,A3PGVJF37JSHFO,B009O7CE5O,5.0
3555,ALV33FTOC032I,B0002ZPK5I,4.0
6311,A3MZWM75KSM1P6,B0018TIADQ,5.0
1460,A1FHOW9NVOH8XR,B0002E1O2C,5.0
9979,A1W3CEEQBJ4GTN,B00AK7SKL4,3.0
6150,A2M8T1A4O0GS72,B0016ML1C2,5.0
2544,A1C92KYEEU1T0G,B0002GXF8Q,5.0
4521,A26SN2CVQM4FKM,B000EEHJS8,4.0
3199,A34O0KQV4QXWNQ,B0002KZIVY,2.0
3312,A3KZ3Y88P6CAMA,B0002M6CW6,5.0
8772,A1KF61HK8BM4D2,B004T6M7DE,5.0
3887,A67OJZLHBBUQ9,B000978D58,5.0
6607,A1S8R9OAIQT7YI,B001J5RYXQ,4.0
3231,A1AU5K3JMPS3UQ,B0002M3OVI,5.0
4562,A3SJP0GZNZJ0XE,B000EEJ8IM,1.0
5395,A34UQQ1DPQ31IH,B000RKVH0K,5.0
7979,A2BK5M8IYNF7CV,B003JJQMD8,5.0
1886,A6FIAB28IS79,B0002E4Z8M,5.0
9180,A46D3MTB5LIUY,B005FKF1PY,5.0
1295,A19WXFFQMKES6O,B0002E1G5C,5.0
8618,A3MYWHYZ30WLQJ,B004HJ58JI,5.0
3521,A1WHGNU87BGJ2S,B0002Z2D08,5.0
9757,A14FNPHPBHTMO4,B007YWHIP2,5.0
8818,ANAOLDUUS8E3G,B004UJO41S,5.0
397,AW97HQETLQ25Y,B0002CZV7I,4.0
6386,A3KNGMX2RVQG91,B001AH83UG,5.0
4558,A2EQ8GHKXEF141,B000EEJ8IM,3.0
7253,A1AFH79R6W1QOQ,B002EWV8NA,2.0
2537,AJK15Q9JOEHRH,B0002GXF8Q,5.0
6794,A3USVJXZXK7XRI,B001PGXHX0,5.0
4574,A1A15ECLHM9BQY,B000EEJAWQ,5.0
1398,ANU2BFZ9STYXU,B0002E1J3Q,4.0
9340,A21VM9WVF8EOSJ,B005NACC6M,1.0
2249,A2BZQNBV8UDZ2C,B0002GJ6FC,5.0
5471,APXEAZI8E8GES,B000RVYPQ2,3.0
6160,ATB2PLCVQ2XC9,B0016ZZKJO,5.0
1159,ASG42G9QTBUX1,B0002DUS8E,5.0
308,A3NKSY3I0UW3KK,B0002CZSJY,5.0
196,A1MI9FDCNB3CMR,B0000AQRST,5.0
1674,AKYDGCKCY7H9F,B0002E2S36,4.0
8334,A3177U36QW4EJB,B003VWKPHC,5.0
7362,A298INOY52JEH8,B002MWKOAA,5.0
3486,A1L7M2JXN4EZCR,B0002T67J2,4.0
1641,A52GGV55KT8AV,B0002E2KPC,5.0
5155,A2RVY2GDMZHH4,B000NE4UN6,3.0
4398,A30GZDBGNP2366,B000CD1R7K,5.0
3145,A136IQFGB01KQB,B0002KZE7C,1.0
1644,A1UKMEC156SHOD,B0002E2KPC,5.0
1665,A15TYOEWBQYF0X,B0002E2S36,5.0
7087,A1J9HY0AG5676,B00267OCTA,4.0
9366,A1YOLMONF9LIVJ,B005PGGU9O,5.0
5573,A3R8TPM1N7HFS4,B000SL0NCQ,4.0
846,A18MMME07XZLYO,B0002D0CGC,5.0
6408,A1GMWTGXW682GB,B001C74GLY,5.0
1281,A3E7O9NSS47TE8,B0002E1G5C,5.0
476,A1JNV4K56GG94R,B0002CZVK0,5.0
9987,A1SD1C8XK3Z3V1,B00AQBT3EW,5.0
642,AHUIPZZH2UKJG,B0002CZZW4,4.0
10041,AD5G39PJUJVJ,B00B9060X6,4.0
4701,A3BEKIXEMSZ9PL,B000EELFTW,5.0
9912,A3ITN3125FJETP,B009GT0KNI,2.0
1624,A2074KEJGRYJV4,B0002E2KPC,4.0
5971,A21GCOGHDQNHQS,B000Y60NFC,5.0
4760,A2JN6080LXS12H,B000GUR8V8,4.0
5720,A1RHGZOBDC3WQF,B000VBC5CY,5.0
1027,AGW1JFTQNX7SZ,B0002D0E8S,4.0
8793,A3GTUNDBLPC00I,B004TQJ174,4.0
90,A2B78RXJ2PB6ZD,B000068NW5,5.0
8834,AUZ9IPTKJKFDK,B004UNL1P6,4.0
4282,A73CB1NVPYDZ5,B000BQTCDO,3.0
1299,A3IURSDK689G7M,B0002E1G5C,5.0
3391,ANQRGI79HHJPQ,B0002OOMU8,4.0
5963,A39TYRIZLTCK9P,B000Y35C8S,5.0
2723,A3923UGIPX0QQM,B0002GZLZQ,4.0
4400,A2STXHBNXM1B0Z,B000CD1R7K,5.0
9338,A2Y8JW5NSY95OL,B005NACC6M,5.0
2783,A26M5O53PHZTKN,B0002H02IG,5.0
2436,A1XNCV67JBJVF7,B0002GML4U,4.0
8482,A16Z3HTUIYPDH8,B0042EZH6W,4.0
3646,A4BTCECGQAIUI,B0006NDF8A,2.0
5020,A3412OM2NWNT5E,B000L6GD04,4.0
8901,A27EWIL4YBWTA0,B004XNK7AI,5.0
8071,A3L0BF1DJ22V9R,B003PC2XQE,5.0
9470,A1BN3DBBWLMT6V,B00646MZHK,5.0
5389,AD6FULWPPOJ3R,B000RKVH0K,5.0
5553,A00625243BI8W1SSZNLMD,B000SAC5PA,5.0
4853,A73CB1NVPYDZ5,B000K6B4E0,5.0
5114,A13IKQCJKFAP5S,B000MVYOZY,5.0
3512,AF1I90O6U8VCQ,B0002Z2CZY,3.0
319,A1AWXXBQRQN13I,B0002CZST4,5.0
1420,A25ZBYVW8ZINLM,B0002E1NNC,4.0
1205,A1M3XD9UV3PD3I,B0002DV7ZM,5.0
352,A3G5BIFX6VS1OP,B0002CZUTM,5.0
565,A3RHT4KI3H5TVH,B0002CZVXM,5.0
3248,A3QTFLU2ZWH7WS,B0002M6B2M,5.0
8163,A2F26OVBDC7WWA,B003VWJ2K8,5.0
4624,A13TQHVN7WBUPD,B000EEL6J6,4.0
3648,A1YOLMONF9LIVJ,B0006NDF8A,5.0
431,A1GMWTGXW682GB,B0002CZVA0,4.0
6891,A2RCAS1WJ5Z8VI,B001PGXKC8,5.0
2587,A1R019TURAPFDS,B0002GXRF2,4.0
1070,A33F2WVDF74EA7,B0002D0KOG,5.0
3738,A6A03NM42KUXL,B0006ZXFWO,3.0
5564,ALB04NLERUCYC,B000SJJCX4,5.0
8051,AYTKUTAP0VA53,B003NJF1G8,5.0
4903,A23BIOQUMRC7K5,B000KIPTE4,5.0
9382,A3R8TPM1N7HFS4,B005PNXT6E,5.0
5723,A3ENT7V0MT34WP,B000VBC5CY,5.0
9097,ALHC64J88LVWO,B005CX4GLE,4.0
7348,A1CF9IF5FWYNU0,B002KDHBRU,2.0
10066,APQTAELJ74I07,B00BKXN9LS,5.0
9642,A1SD1C8XK3Z3V1,B007IHYBV2,5.0
3246,A3MONHA5DCPPLZ,B0002M6B2M,4.0
627,A2D0F8W7FDBBS6,B0002CZW0Y,5.0
1300,A2Z548GT5948WH,B0002E1G5C,5.0
2140,AI3UHRU7ZBXFL,B0002F7K7Y,5.0
9186,AYJJDQQ4EZ5V3,B005FKF1PY,5.0
7505,A3J7KKG9O7KAZM,B002X8Y4SQ,5.0
2656,A1GMWTGXW682GB,B0002GYW4C,5.0
3072,ANVQ2KPZUNR4R,B0002II6V0,4.0
8875,A2Y7BSQG9V3LNG,B004XNK7AI,5.0
2064,AX11NOUMV8G95,B0002F7IN0,5.0
1116,A22Z554ZQ8NFPC,B0002D0Q2W,5.0
779,A1BH17V8BKLES,B0002D0CEO,5.0
6530,A33DAMPX4T6K57,B001G3TJXO,5.0
8269,A1DYBNOP47KAE1,B003VWJ2K8,5.0
1317,APH7O58XJXKPT,B0002E1G5C,3.0
3292,A3NGAQKJ6X088B,B0002M6CVC,5.0
7566,A3F1GM7ZAZD1SW,B0035LCFRW,3.0
3356,A1LZ7QGWHBHWOD,B0002MDTVS,5.0
3928,A3G6HCQFH5DE28,B000978D58,5.0
7522,A3ENT7V0MT34WP,B002ZH9JQC,5.0
2871,A2053ZJUGCKUA5,B0002H0A3S,5.0
766,A2P83FWHR36WN1,B0002D0CAI,5.0
1804,A2Q6KC2KU2T0OL,B0002E3CHC,4.0
1764,A22Z554ZQ8NFPC,B0002E38AS,5.0
8985,A2SNKWR5D203ZX,B0051WAJ5S,5.0
8632,A2IDOKLAT1MP8X,B004ISK48S,4.0
580,A3GLD5QF1HMGO0,B0002CZVXM,5.0
7192,A2U7DXDNYBBLQJ,B002C4SM5W,3.0
5828,A2YTKPGZXFFKVK,B000WF1AMU,5.0
6017,A35D9ODUCAMF5G,B0010GNU9Q,5.0
4695,A15WZCSME5X74S,B000EELFI8,5.0
2789,A7IBOCJ0K4V8C,B0002H02IG,5.0
5087,A1NPG8GYIXYIVY,B000M23OQ8,5.0
3090,A3VIIH9ZNJ823H,B0002KYXTM,1.0
3626,A2WT46GVYE1ZDD,B0006IQNCK,5.0
4244,A4XWMOFB1HY04,B000B6FBA2,5.0
